timestamp,LU1,LU2,LU3,LU4,LU5,LU6,LU7,GX1-X,GX1-Y,GX2-X,GX2-Y,GX3-X,GX3-Y
02/09/2022 21:11,1063.5699,1064.0234,943.5211,983.7429,1041.1118,1023.3813,850.2897,0.8873,-0.2443,2.8362,-0.1279,0.8873,-0.2443
02/09/2022 21:21,1063.571,1064.0118,943.5301,983.6983,1041.1046,1023.4271,850.3755,0.8873,-0.2443,2.836,-0.1279,0.8873,-0.2443
02/09/2022 21:41,1063.5914,1064.0745,943.3293,983.9858,1041.2231,1023.539,850.6223,0.888,-0.2443,2.8362,-0.1279,0.888,-0.2443
02/09/2022 21:52,1063.594,1063.9319,943.4149,984.0101,1041.161,1023.4172,850.5486,0.8875,-0.2443,2.8355,-0.1279,0.8875,-0.2443
02/09/2022 22:02,1063.5863,1063.8433,943.6738,984.0482,1041.0389,1023.2314,850.4127,0.8873,-0.2443,2.8353,-0.1279,0.8873,-0.2443
02/09/2022 22:12,1063.5623,1063.781,943.8653,984.0913,1040.8918,1023.075,850.3362,0.8875,-0.2443,2.8353,-0.1279,0.8875,-0.2443
02/09/2022 22:22,1063.507,1063.6552,943.5316,984.1631,1040.629,1022.7117,850.0851,0.8875,-0.2443,2.8353,-0.1279,0.8875,-0.2443
02/09/2022 22:43,1063.3801,1063.4536,943.8965,984.1272,1040.291,1021.9478,849.7313,0.8873,-0.2443,2.8351,-0.1279,0.8873,-0.2443
02/09/2022 22:53,1063.2822,1063.3265,943.4344,984.0583,1040.207,1021.7504,849.5671,0.8877,-0.2443,2.8351,-0.1279,0.8877,-0.2443
02/09/2022 23:04,1063.2129,1063.2714,943.2166,984.0268,1040.1062,1021.4626,849.4542,0.8877,-0.2443,2.8344,-0.1279,0.8877,-0.2443
02/09/2022 23:14,1063.1821,1063.2357,943.9952,984.0928,1040.1095,1021.3807,849.4332,0.8875,-0.2443,2.8344,-0.1279,0.8875,-0.2443
02/09/2022 23:24,1063.1669,1063.2472,943.4667,984.0922,1040.0863,1021.2859,849.3734,0.8873,-0.2443,2.8346,-0.1279,0.8873,-0.2443
